movementType,data
correct,"[[250.0, 46.0, 66.0, 0.061153, 0.130167, -0.05236, 0.119242, -0.052893, -0.011724, -0.012657, -0.080205, 0.073011, -0.222629, -0.005196, -0.006129, 0.062249, -9.78989, 1.484405, -0.069432, -8.443152, 4.258088, -1.455675, -7.12275, 5.321113, 0.719458, -0.588974, -10.817], [553.0, 45.0, 66.0, 0.392366, 0.131766, -0.086067, 0.377311, 0.030243, -0.012257, -0.216767, -0.432868, 0.35173, 0.087266, -0.075276, -0.063285, 0.298078, -9.434352, 2.327164, -0.027533, -7.615956, 5.304354, -1.468843, -6.496666, 5.951985, 0.393846, 0.357933, -10.44111], [863.0, 43.0, 60.0, 0.388769, -0.185325, -0.153749, 0.341338, -0.068081, -0.000933, 0.37358, -0.018119, 0.023049, -0.942078, -0.094994, 0.02225, 0.164003, -7.95713, 3.026271, -0.500388, -6.02022, 5.355829, -1.458069, -5.724536, 5.346252, -0.065841, 1.622072, -9.738416], [1159.0, 33.0, 65.0, 0.450988, -0.010392, -0.314159, 0.49975, -0.075409, -0.173867, 0.904374, -0.010392, 0.023449, -1.530161, -0.916631, 0.16494, 1.315614, -8.651448, 5.506664, 0.184354, -5.280412, 8.182184, -1.534683, -4.873397, 6.793547, 0.275333, 4.10007, -9.622296], [1460.0, 21.0, 62.0, 0.278054, 0.132965, -0.166672, 0.375579, -0.023182, -0.106319, 0.626453, -0.842155, 0.307897, -2.236286, 0.581155, 0.084735, 1.525106, -8.054094, 5.261258, 0.433351, -4.826711, 7.199365, -1.113304, -3.982755, 10.10114, -0.802058, 10.83017, -7.060501], [1765.0, 26.0, 66.0, 0.299371, 0.185325, -0.117776, 0.417014, 0.061153, -0.09526, 0.346668, 0.068614, 0.003064, -1.167239, -0.068747, 0.142158, 1.037886, -7.515399, 6.719327, 0.191536, -3.580529, 8.352173, -1.844732, -2.306813, 8.031349, 0.386664, 9.642648, -3.089717], [2073.0, 38.0, 57.0, 0.260334, -0.019319, 0.013057, 0.331613, 0.037971, 0.032109, 0.14842, 0.22223, -0.028112, -0.300037, 0.739034, -1.257436, 1.466449, -6.708553, 6.856994, 0.33878, -2.578555, 8.334216, -3.075352, -1.526304, 7.450756, 2.284068, 10.20289, 0.930147], [2375.0, 48.0, 58.0, 0.179462, -0.06102, -0.077008, 0.170802, -0.035306, -0.02185, 0.033708, -0.000266, -0.031043, -0.722646, 0.086467, -0.064351, 1.399411, -6.169858, 8.191761, 0.272939, -1.459266, 8.932767, -2.197877, -1.546654, 7.999028, 0.342371, 9.797073, 1.115698], [2683.0, 39.0, 56.0, 0.423142, 0.019718, -0.15708, 0.405556, -0.019452, -0.093928, 0.027979, -0.175732, -0.072211, -0.454319, -0.081138, -0.086467, 1.584962, -5.26485, 8.63828, 0.59855, -0.246603, 8.965088, -2.33315, -1.186327, 8.511387, 0.205901, 9.49301, 3.069367], [2988.0, 43.0, 57.0, 0.149619, -0.018253, -0.068081, 0.176931, -0.021583, -0.049296, -0.19092, 0.063551, -0.165873, -0.267262, 0.367319, -0.086067, 1.033098, -4.531027, 8.700529, -0.009577, 0.462081, 8.53054, -2.958036, -0.960075, 7.876924, 0.876278, 8.890868, 3.750517], [3304.0, 45.0, 58.0, 0.247943, 0.018519, -0.146821, 0.208107, -0.036505, -0.114979, -0.086201, -0.03464, -0.07341, -0.153749, -0.16907, -0.149086, 1.205481, -3.74094, 9.400833, 0.077812, 1.595735, 8.979453, -2.445677, -0.990002, 6.408081, 0.842759, 8.542512, 3.265691], [3594.0, 42.0, 61.0, -0.179995, -0.09153, -0.047697, -0.168937, -0.092329, -0.018386, -0.050228, -0.021583, -0.126303, 0.183193, -0.221564, -0.031975, 1.551443, -4.182671, 10.14184, 0.511162, 1.514333, 9.870096, -3.239355, -1.221043, 9.428367, 0.69791, 10.43752, 3.927688], [3922.0, 65.0, 49.0, -0.114845, -0.140559, 0.094328, -0.107384, -0.001732, 0.097259, -0.057156, 0.056357, -0.015188, -0.034907, 0.106585, -0.033308, 1.403002, -4.176685, 8.738836, 0.357933, 0.720655, 8.772355, -3.101688, -1.063026, 8.471883, 0.575806, 10.1167, 2.61806], [4207.0, 75.0, 41.0, -0.476435, -0.092063, 0.089531, -0.498818, -0.034374, 0.027046, -0.09073, 0.029844, -0.009459, 0.254871, 0.088199, -0.016387, 1.373075, -4.559757, 8.295909, 0.439336, 0.064643, 8.579621, -2.505532, -1.170765, 7.214927, 0.399832, 8.956709, 1.45328], [4510.0, 78.0, 43.0, -0.385305, -0.075142, 0.090331, -0.529195, 0.041168, 0.028778, -0.171735, -0.110049, 0.110182, 0.751557, -0.005729, 0.103254, 1.114501, -6.173449, 8.175002, 0.180762, -1.620875, 8.856153, -2.571373, -1.713051, 7.487866, 0.420182, 9.048885, 0.943315], [4818.0, 73.0, 43.0, -0.514139, -0.140426, 0.016654, -0.675482, -0.067548, -0.044632, -0.164274, -0.245678, -0.060753, 1.071312, -0.100856, -0.178397, 1.674744, -6.952762, 7.377733, 0.758962, -2.962825, 8.295909, -2.395399, -1.768118, 8.159439, -0.201113, 9.647436, -1.335965], [5124.0, 52.0, 53.0, -0.305899, -0.118576, 0.016787, -0.395031, -0.07008, -0.036505, -0.579956, 0.08247, -0.131366, -0.304167, -0.004796, 0.228758, 1.969231, -7.514202, 6.570887, 0.738611, -4.067749, 8.052897, -1.569399, -2.815581, 7.661446, -0.59855, 7.603985, -1.90339], [5393.0, 76.0, 52.0, -0.350265, -0.111914, 0.074876, -0.452587, -0.034507, -0.005729, -0.231423, 0.063152, -0.146688, 0.543583, -0.404224, 0.193585, 1.653196, -7.750031, 5.785588, 0.605733, -4.627992, 7.603985, -2.229002, -4.046201, 6.648698, -0.041899, 9.698911, -3.573346], [5736.0, 80.0, 49.0, -0.238484, -0.254472, 0.114046, -0.380642, 0.029577, 0.009859, 0.048496, -0.129501, -0.066349, 0.730773, 0.066216, -0.109916, 1.137246, -8.51019, 4.158728, 0.269348, -6.048951, 6.223727, -2.157176, -4.462792, 6.677429, 0.063446, 8.028955, -5.340267], [6042.0, 94.0, 45.0, -0.282051, -0.091263, 0.106052, -0.306299, 0.02225, 0.062485, -0.080072, -0.211438, -0.015588, 0.727309, -0.123239, -0.066349, 0.93733, -8.933964, 4.007894, 0.319626, -6.501455, 6.291962, -1.774103, -4.826711, 6.885724, 0.084994, 7.392098, -7.562086]]"
wrong,"[[143.0, 42.0, 94.0, -0.059954, 0.036239, 0.036772, -0.079406, 0.059821, 0.001066, -0.00906, -0.006662, 0.065816, -0.014256, 0.005995, -0.000533, 0.143652, -9.825804, 2.163161, 0.025139, -8.467094, 4.629189, -1.136049, -7.693767, 4.781221, 1.264138, -2.388216, -10.68652], [446.0, 30.0, 92.0, 0.014123, -0.077141, -0.030776, 0.004663, -0.0874, 0.010259, 0.023049, -0.069413, -0.005862, -0.210772, -0.016654, -0.038637, 0.100556, -9.671378, 2.284068, -0.058658, -8.208521, 4.59567, -1.091756, -7.711724, 4.657919, 0.990002, -2.03148, -10.59913], [748.0, 46.0, 84.0, 0.005329, -0.061286, -0.058888, 0.007194, -0.053026, -0.029844, -0.068614, 0.015455, -0.120974, -0.272591, 0.008527, -0.024381, 0.195127, -9.734824, 2.153584, -0.014365, -8.376115, 4.487931, -0.890643, -7.756016, 4.643554, 0.812831, -1.644817, -10.57758], [1051.0, 64.0, 80.0, 0.428605, 0.048363, -0.237152, 0.451254, -0.116577, -0.063685, 0.056224, -0.118309, -0.004796, -1.547481, -0.186524, -0.071678, 0.243011, -10.35732, 2.237381, 0.140061, -9.003395, 4.24492, -0.701501, -8.252813, 5.530606, -0.232238, 1.150414, -11.39281], [1356.0, 65.0, 69.0, 3.090165, 0.49109, -1.015489, 3.129735, -0.137628, -0.273124, -0.151351, -0.244213, -0.269394, -4.365721, -0.865204, -0.559305, 0.556652, -5.024232, 4.583699, -0.077812, -2.248155, 2.965219, 0.432153, -6.794745, 5.207389, -1.684321, 8.554482, -6.836643], [1656.0, 55.0, 45.0, 3.048997, -0.021317, -0.433401, 2.543118, -0.002665, -0.010525, 2.280919, 0.197449, -0.585418, -2.242015, -0.514539, -0.473371, 1.349133, 4.295198, 7.030573, 0.130484, 7.621941, 5.196615, 1.531092, -5.002685, 5.479131, -4.704607, 7.305906, -1.16837], [1961.0, 38.0, 48.0, 1.340306, -0.449389, -0.033574, 1.031077, -0.496153, 0.119508, 1.458083, -0.568631, -0.098991, -1.291544, -0.278187, -0.406755, 1.620875, 10.60153, 6.885724, 0.204704, 11.90038, 4.073734, 2.172738, 2.111686, 8.580819, -2.893393, 4.964377, 7.13951], [2262.0, 20.0, 37.0, -0.20038, 0.183992, -0.079406, -0.460714, 0.501482, -0.131766, -0.075142, 0.056224, 0.057956, 0.116711, 0.006129, 0.027446, 0.872687, 10.26993, 4.668694, -0.451307, 10.78229, 1.562217, 2.064999, 3.932476, 8.202535, -2.841918, 3.149572, 8.987833], [2568.0, 28.0, 34.0, -0.084602, 0.319888, -0.094461, -0.093528, 0.462312, -0.079806, -0.189988, 0.208773, 0.03877, -0.149219, -0.10925, 0.076208, 1.479617, 7.90326, 4.56694, 0.482432, 8.206126, 1.435324, 1.50715, 1.893814, 8.169016, -2.594118, 5.249287, 7.651869], [2876.0, 34.0, 39.0, -0.099257, -0.060087, -0.042101, -0.112047, -0.167871, -0.046498, -0.079273, -0.088732, -0.015055, -0.082204, 0.065283, -0.005063, 1.069011, 8.643068, 4.847061, 0.033519, 9.127894, 2.357092, 1.559822, 2.268506, 8.292317, -2.404976, 4.872201, 8.038532], [3178.0, 22.0, 58.0, 0.016254, -0.087666, -0.019985, -0.001066, -0.025447, 0.001066, -0.004796, -0.124305, -0.066216, -0.124172, -0.004263, -0.075675, 0.956484, 8.665813, 4.775235, -0.017957, 9.021352, 2.061408, 1.862689, 2.282871, 8.10557, -2.610877, 4.416105, 7.660248], [3482.0, 30.0, 68.0, -0.025047, 0.177597, -0.120441, 0.026513, 0.254871, -0.250208, -0.572228, 0.086867, -0.004397, 0.396896, 0.201312, 0.065816, 1.393425, 11.53048, 6.607996, -0.075417, 12.27986, 4.486734, 1.355118, 3.558981, 8.979453, -1.529895, 4.279635, 9.269152], [3787.0, 18.0, 65.0, -1.66659, -0.226893, 0.085534, -1.48766, -0.356793, -0.067681, -1.731473, 0.136828, 0.096992, 1.922127, 0.565966, 0.193985, 1.179144, 8.78672, 6.525397, -0.430956, 10.0341, 4.248511, 1.201889, -0.041899, 7.890092, -2.304419, 6.511032, 4.698621], [4096.0, 12.0, 45.0, -2.643441, -0.020118, 0.057023, -2.315426, -0.485361, -0.099124, -1.405723, 0.033441, 0.309763, 2.109983, 0.549046, 0.074343, 1.329979, 0.742203, 7.303512, 0.353145, 3.280056, 5.170279, 0.195127, -6.801927, 4.660314, -1.823185, 8.027759, -2.334347], [4409.0, 7.0, 45.0, -2.315559, -0.081538, 0.179196, -2.252541, -0.0866, -0.275256, 0.237152, -0.271658, 0.079006, 2.814244, -0.447257, 0.716118, 1.51553, -5.663484, 5.736507, 0.586579, -3.256114, 5.530606, -0.209493, -7.767987, 6.045359, -2.328361, 3.685874, 2.823961], [4702.0, 18.0, 65.0, -1.248776, 0.097259, 0.012657, -1.182694, 0.021184, -0.266063, -0.471239, 0.895847, -0.128701, 2.376312, 0.487227, 0.468708, 0.617704, -9.854534, 2.345121, 0.465672, -8.48146, 4.31914, 0.251391, -8.248025, 4.019865, -1.237802, 4.690241, -10.25676], [5011.0, 62.0, 56.0, 0.064351, -0.820438, 0.099923, 0.185191, -0.297905, 0.253539, -0.210239, 0.098591, -0.565966, -0.207974, -0.257536, 0.155348, 0.877475, -9.927557, 1.070208, 0.930147, -8.890868, 3.883395, -1.091756, -8.037335, 4.156334, -0.354342, 0.820014, -10.64103], [5312.0, 78.0, 61.0, 0.060487, -0.130034, 0.046364, 0.006928, -0.04743, 0.140159, -0.250208, -0.047963, 0.135363, 0.03544, -0.016787, -0.093129, 0.323217, -9.736021, 1.614889, 0.245406, -8.536526, 4.083311, -0.806846, -8.585608, 3.412935, -0.853533, 0.094571, -10.80623], [5618.0, 88.0, 76.0, -0.037704, -0.030243, 0.024515, -0.024115, 0.03424, 0.030243, 0.140159, 0.061953, -0.158812, -0.113247, -0.093528, 0.010259, 0.039504, -9.848549, 1.628057, -0.059855, -8.640674, 4.134786, -1.253365, -8.525752, 3.818752, -0.555455, -0.672771, -10.78947], [5934.0, 82.0, 79.0, 0.044766, -0.088199, 0.035173, 0.002798, -0.106052, 0.086867, 0.007461, -0.046764, 0.024648, -0.082337, -0.00373, -0.045032, 0.021548, -9.688137, 1.999158, -0.130484, -8.356961, 4.414908, -0.544681, -8.226477, 4.134786, -1.211466, -0.568623, -10.5273]]"
wrong,"[[1.0, 84.0, 65.0, -0.044766, -0.121773, -0.000933, -0.055291, 0.016654, -0.030377, 0.006795, 0.052626, -0.090331, 0.038904, -0.001865, -0.003064, 0.513556, -9.753978, 1.576582, 0.190339, -8.453926, 4.305972, -0.910994, -7.821857, 4.526238, -3.08852, -2.826355, -9.715671], [382.0, 78.0, 67.0, -0.038104, -0.048763, -0.008394, -0.062352, -0.040103, 0.010925, -0.029444, -0.007061, -0.054358, -0.109649, -0.024515, -0.013723, 0.320823, -9.837775, 1.753753, -0.013168, -8.495825, 4.423288, -0.731429, -7.642292, 4.815937, -3.114856, -3.031059, -9.475053], [585.0, 78.0, 66.0, 0.02638, 0.120441, -0.069547, 0.009593, 0.031309, -0.046631, -0.080472, 0.005596, -0.028778, -0.1299, -0.011458, 0.005862, 0.262165, -9.740809, 1.760935, -0.019154, -8.449138, 4.33949, -0.888249, -7.623138, 4.630386, -2.9317, -2.998738, -9.532514], [935.0, 96.0, 48.0, 1.103954, 0.334677, -0.324951, 1.233988, -0.025181, 0.008394, 0.028511, 0.324818, -0.259668, -2.780536, 0.040636, 0.530527, 0.378284, -9.369708, 2.433706, -0.094571, -7.680599, 4.383783, -1.660379, -7.398083, 6.002264, -3.484761, -0.725443, -10.11909], [1199.0, 93.0, 33.0, 2.491424, -0.003864, -0.473237, 2.365387, -0.008394, -0.197182, 0.666156, -0.137894, -0.181994, -3.756721, -0.624455, 1.077041, 1.25935, -5.438429, 6.798336, 0.39624, -1.954866, 6.999449, -0.424971, -6.490681, 5.905299, -2.035071, 8.704121, -4.863821], [1501.0, 57.0, 29.0, 1.875096, -0.077407, -0.373314, 1.907605, -0.204377, -0.171335, 1.233055, -0.858675, 0.096459, 0.55291, -0.776605, -1.075443, 1.191115, 0.792481, 9.198523, 0.290896, 4.606444, 7.340622, -0.897826, -5.947197, 6.133945, -0.768539, 8.747216, -2.050634], [1761.0, 57.0, 20.0, 1.542018, 0.031309, -0.253939, 1.492856, -0.047697, -0.089265, 1.04853, -0.124704, -0.197449, -0.748493, -0.453519, -0.159478, 0.533907, 3.470395, 9.119514, -0.341174, 6.828263, 6.132748, 0.646435, -3.343503, 7.602788, -2.319981, 8.275558, 2.801216], [2112.0, 24.0, 14.0, 0.753156, -0.094727, -0.088599, 0.632715, 0.067149, -0.029178, 0.773274, -0.006129, -0.145489, -0.777538, -0.224095, 0.086467, 0.381875, 7.530962, 6.861782, 0.044293, 9.220071, 2.874239, 0.462081, -0.043096, 8.315063, -1.735796, 7.882909, 4.902128], [2417.0, 40.0, 10.0, 0.670819, -0.082337, 0.039703, 0.347734, -0.085534, 0.064484, 0.757819, -0.397162, 0.098458, -0.617127, 0.138028, -0.165606, 0.603339, 9.103952, 5.42167, 0.59855, 10.1155, 1.108515, 1.377863, 1.607706, 7.898471, -1.637634, 5.980716, 6.43322], [2677.0, 53.0, 13.0, 0.563302, -0.096593, 0.102322, 0.320954, 0.191587, 0.109516, 0.154015, -0.28285, 0.053026, -0.219832, -0.085268, -0.068081, 0.988805, 9.745598, 4.517859, 0.687136, 10.56801, 0.411803, 2.772486, 3.87741, 8.106767, -2.755726, 4.578911, 8.212111], [3001.0, 28.0, 12.0, -0.132565, -0.023982, -0.045832, -0.050894, -0.193718, -0.002132, -0.161077, 0.027579, -0.058888, 0.033041, -0.091397, 0.028511, 1.165976, 9.80665, 3.924097, 0.744597, 10.27232, 0.381875, 1.772906, 3.222595, 7.465121, -1.875857, 5.105635, 7.467515], [3288.0, 31.0, 15.0, 0.051161, -0.100323, -0.01319, 0.069547, -0.058888, 0.048496, -0.07341, -0.071678, -0.060887, -0.051294, -0.074343, -0.017453, 0.934936, 9.190144, 3.642778, 1.018733, 9.744401, 0.252588, 2.033874, 3.254917, 8.27077, -2.097321, 5.457583, 8.009802], [3594.0, 31.0, 14.0, -0.412084, 0.040502, -0.105919, -0.44326, 0.007861, -0.182926, -0.541851, 0.092862, -0.115511, 0.696666, 0.062619, -0.006395, 0.805649, 9.981427, 4.811148, 0.762553, 10.7368, 0.814029, 1.678335, 2.779668, 8.107965, -2.120066, 5.771223, 7.066486], [3901.0, 36.0, 16.0, -0.937948, -0.080472, -0.010525, -0.937548, -0.158279, -0.084469, -0.994971, 0.159611, -0.020917, 1.011891, 0.284715, 0.012257, 1.059434, 8.680179, 6.030994, 0.912191, 9.938332, 2.261323, 1.266533, 0.215478, 8.192958, -2.223016, 7.319075, 4.164714], [4204.0, 45.0, 17.0, -1.339507, -0.031975, 0.085268, -1.252374, 0.084335, -0.010259, -1.57506, 0.107118, 0.075675, 1.307398, 0.42674, 0.015588, 1.164779, 6.80073, 7.721301, 0.895431, 8.860941, 4.367024, 0.770933, -3.602077, 7.25922, -2.422932, 9.411607, 0.17358], [4510.0, 36.0, 18.0, -1.976752, -0.129368, 0.235553, -1.950772, 0.008793, 0.001199, -1.290345, 0.316957, 0.200247, 0.93928, 0.290577, 0.043567, 1.06542, 0.932542, 8.803479, 0.251391, 3.927688, 6.596025, 0.058658, -7.284359, 4.605247, -2.460042, 8.271967, -3.976769], [4819.0, 67.0, 18.0, -1.647271, -0.123639, 0.188256, -1.686041, -0.157613, 0.106718, 0.204643, -0.523066, 0.353995, -0.348133, 0.910769, 0.113779, 1.307234, -4.580108, 8.327033, 0.25618, -1.294066, 8.092402, 0.258574, -8.313866, 4.048595, -0.798466, 7.025785, -3.402161], [5127.0, 78.0, 20.0, -1.161377, 0.187856, 0.143357, -1.122074, 0.099391, -0.081671, -0.130167, 0.558372, -0.527596, 2.130234, -0.525997, 0.191453, 0.884658, -8.042124, 5.56173, -0.470461, -5.548563, 6.398504, -1.528698, -8.385692, 4.047398, -1.047463, 4.416105, -9.880871], [5429.0, 100.0, 22.0, -0.936349, -0.631783, 0.266196, -1.027346, -0.116577, 0.079539, -0.127502, 0.315092, -0.09073, 1.454219, 0.243547, -0.232888, 0.853533, -9.586384, 2.837129, 0.36751, -7.830236, 5.140351, -0.672771, -7.062895, 4.921282, -2.336741, -0.597353, -9.477448], [5694.0, 114.0, 28.0, -0.350798, -0.079539, 0.146821, -0.289911, 0.238351, -0.053426, -0.031043, 0.07008, -0.108051, 0.975786, 0.067282, -0.176531, 0.762553, -9.950302, 1.280898, 0.287304, -8.736442, 3.98036, -0.685939, -8.35337, 4.268862, -1.775301, -2.974796, -10.82419]]"
correct,"[[145.0, 40.0, 64.0, 0.037172, -0.025447, -0.064617, 0.091663, -0.077407, -0.038104, 0.037971, 0.032775, -0.062219, -0.14349, -0.082204, -0.054358, 0.282516, -9.775525, 1.417367, 0.011971, -8.343793, 4.389769, -1.235408, -5.673061, 6.355408, 0.238223, 0.848745, -10.7368], [454.0, 32.0, 62.0, 0.772475, 0.159611, -0.172401, 0.815242, 0.032109, -0.02558, 0.985112, -0.09526, 0.433668, -0.918496, -0.042101, 0.049029, 0.654814, -9.394848, 1.827973, 0.241814, -7.679402, 4.498705, -1.104924, -1.86628, 7.878121, -0.084994, 2.367866, -9.151836], [758.0, 36.0, 62.0, 0.403691, -0.179862, -0.177997, 0.48736, -0.21317, 0.001998, 0.524798, -0.166539, 0.246478, -1.112481, -0.281651, 0.2169, 0.852336, -9.144653, 4.082114, 0.167594, -6.557718, 6.634333, -2.161964, -3.277662, 8.552089, 0.086191, 5.215768, -11.64899], [1063.0, 40.0, 57.0, 0.35293, 0.155614, -0.183593, 0.293642, 0.052093, -0.139093, 0.025314, -0.228092, -0.242614, -1.588783, -0.071945, 0.147354, 1.309628, -8.206126, 5.704186, 0.390255, -4.490325, 7.759608, -1.521515, -0.222661, 8.815451, 0.03711, 7.687782, -5.292383], [1372.0, 37.0, 63.0, 0.152949, 0.040769, -0.064084, 0.194251, -0.041968, -0.015721, -0.070613, 0.07381, -0.180395, -0.701196, -0.175865, 0.069014, 1.100136, -7.837419, 6.588843, 0.245406, -3.987543, 8.441956, -2.066196, -1.216254, 8.283937, 0.963666, 9.910798, -3.044227], [1674.0, 31.0, 61.0, 0.39623, 0.087266, -0.095127, 0.319222, 0.058089, -0.035306, 0.016121, 0.014389, -0.09113, -0.6086, -0.195583, 0.047031, 1.211466, -6.983886, 7.121553, 0.265756, -2.808399, 8.413225, -2.021903, -1.266533, 7.991845, 0.393846, 9.850943, -0.984017], [1933.0, 42.0, 50.0, 0.376911, -0.012124, -0.081671, 0.342138, -0.02598, -0.001199, 0.124971, -0.053426, 0.013989, -0.49149, 0.130167, 0.004263, 1.212663, -6.807912, 7.570466, 0.213084, -2.681506, 8.644265, -1.86628, -0.885855, 8.25401, -0.154426, 9.631873, 1.109712], [2235.0, 38.0, 52.0, 0.373447, 0.034374, -0.119908, 0.440596, 0.006129, -0.085002, 0.173467, 0.228092, -0.150018, -0.818839, -0.069547, 0.067681, 0.910994, -5.481525, 8.236053, -0.296881, -0.757765, 8.91481, -2.349909, -0.577003, 8.054094, 0.464475, 10.3657, 2.546233], [2537.0, 36.0, 56.0, 0.43007, 0.02225, -0.185325, 0.394098, -0.053559, -0.149219, -0.128835, 0.206775, -0.021317, -0.766346, 0.83043, -0.379709, 1.260547, -4.207809, 8.870518, 0.19393, 1.06542, 9.178172, -2.243367, 0.03711, 6.223727, 0.761356, 8.768764, 3.664326], [2840.0, 31.0, 60.0, 0.354129, -0.026113, -0.07381, 0.354528, -0.048629, -0.033841, -0.036106, -0.02225, 0.01732, -0.133231, -0.137761, 0.043034, 1.397017, -3.653552, 9.307459, 0.300472, 1.575385, 8.901642, -2.509123, -0.070629, 7.891289, 0.77213, 8.583213, 3.965995], [3144.0, 34.0, 61.0, 0.026913, -0.041968, -0.046764, 0.016254, -0.019185, -0.032242, -0.017587, -0.108983, -0.017853, 0.02185, 0.028112, -0.059688, 1.138443, -2.946065, 10.35492, 0.086191, 2.545036, 9.337387, -2.48159, -0.374693, 8.512584, 0.550666, 8.919599, 3.955221], [3444.0, 50.0, 53.0, -0.317623, -0.123372, -0.031043, -0.316025, -0.091397, -0.044766, 0.011325, -0.024115, 0.015455, 0.316025, 0.064351, 0.01772, 1.982399, -3.604471, 10.13825, 0.727837, 1.766921, 9.601946, -2.078167, -0.645237, 8.010999, 0.290896, 9.23683, 2.686294], [3780.0, 58.0, 53.0, -0.379576, -0.069547, 0.117643, -0.441662, 0.03917, 0.036639, -0.405423, 0.157213, -0.087266, 0.202511, -0.087666, 0.063152, 1.444901, -3.70383, 9.058462, 0.331597, 1.116895, 8.719683, -1.559822, -0.506374, 6.858191, 0.11133, 8.091205, 2.181118], [4051.0, 56.0, 53.0, -0.547314, 0.021317, -0.008793, -0.602871, 0.03011, -0.073544, 0.099257, -0.005196, 0.068481, 0.73024, -0.047031, 0.117776, 1.978808, -4.765658, 7.947553, 0.824802, -0.35913, 8.59279, -3.369839, -1.315614, 6.698977, 1.541866, 9.472659, 1.004368], [4351.0, 55.0, 54.0, -0.427273, -0.224628, 0.137495, -0.579156, -0.13443, 0.125504, -0.259534, -0.065816, 0.124038, 0.599541, 0.130567, -0.245412, 1.551443, -6.23091, 7.68419, 0.387861, -1.980005, 8.846576, -2.421735, -1.161188, 7.431602, 0.0826, 10.00297, -1.359907], [4654.0, 49.0, 51.0, -0.398894, -0.103387, 0.052093, -0.527729, -0.053692, 0.024515, -0.287113, -0.023182, -0.075409, 0.524798, 0.084469, -0.316025, 1.531092, -7.162254, 7.001843, 0.640449, -3.312378, 8.208521, -1.895011, -1.398214, 7.806294, -0.853533, 9.088389, -3.508703], [4956.0, 48.0, 55.0, -0.333478, -0.153216, 0.05236, -0.420878, -0.037704, 0.016387, -0.202778, -0.129101, -0.045832, 0.696666, -0.182527, -0.100323, 1.784877, -7.599196, 5.83467, 0.824802, -4.346673, 7.538144, -2.0231, -3.05979, 7.383718, -0.126893, 8.750807, -3.459621], [5260.0, 42.0, 54.0, -0.272458, 0.106851, 0.055025, -0.360257, 0.061686, -0.034773, -0.23089, -0.037971, -0.042101, 0.33108, -0.047697, 0.072744, 1.382651, -8.2995, 5.096058, 0.530316, -5.249287, 7.299921, -1.740585, -3.921702, 7.071275, -0.494403, 8.916007, -5.531803], [5564.0, 36.0, 57.0, -0.243813, -0.041835, 0.097659, -0.276988, 0.018786, 0.043567, -0.175865, -0.066216, -0.034773, 0.313893, 0.081138, -0.055158, 1.274912, -8.486248, 4.763264, 0.547075, -5.872977, 6.716933, -1.794454, -4.504691, 7.204153, -0.360327, 7.951144, -6.659472], [5911.0, 37.0, 53.0, -0.291377, -0.133764, 0.112181, -0.370649, 0.027579, 0.042634, -0.139893, -0.070479, -0.040769, 0.537188, -0.01279, -0.071545, 0.994791, -8.864532, 3.73256, 0.519542, -6.55293, 6.155493, -1.426944, -4.741716, 6.824672, -0.804452, 6.685808, -8.131907]]"
